id,title,description,link,image link,price,condition,availability,gtin,mpn,brand,google product category,product type,sale price,sale price effective date,item group id,gender,age group,shipping weight,shipping,,,,,,,,,,,,,,,,,,,,,
bausch003,Proclear Multifocal XR,Proclear Multifocal XR,https://lenssaver.co.uk/proclear-multifocal-xr.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-multifocal-xr_2.jpg,GBP 44.97,new,in stock,707482320670,LS654987229,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch004,Purevision 2 HD,"Purevision 2 HD contact lenses are monthly lenses that offer increased comfort and quality of vision. The HD Optics design helps to reduce glare and halos; ensuring clear, crisp vision. ComfortMoist technology makes for a thinner lens, working with the high oxygen transmission to provide premium levels of comfort.",https://lenssaver.co.uk/bausch-lomb-purevision-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/u/purevision-2-hd-contact-lenses.jpg,GBP 11.65,new,in stock,785811314828,LS654987230,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch005,Purevision 2 HD for Astigmatism - 3 Lenses,"Purevision 2 HD for Astigmatism is designed to provide clear, high-definition vision to wearers that suffer from astigmatism. The unique Auto Align Design keeps the lens stable on the eye, reducing blurriness in vision and discomfort. The Enhanced Aspheric Optical design reduces halos and glares; providing clear, crisp vision. The thin lens, combining with a handling tint mean these lenses are easy to insert.",https://lenssaver.co.uk/purevision-2-hd-for-astigmatism-6-lenses.html,https://lenssaver.co.uk/pub/static/frontend/Venustheme/sportshop/en_US/Magento_Catalog/images/product/placeholder/image.jpg,GBP 23.85,new,in stock,785811063757,LS654987231,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch006,Purevision2 Presbyopia 3 Pack Monthly Lenses,"Purevision 2 HD for Presbyopia contact lenses provide clear, high definition vision at all distances for wearers suffering from presbyopia.",https://lenssaver.co.uk/bausch-lomb-purevision-presbyopia-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/u/purevision-2-hd-for--presbyopia-3-pack_1.jpg,GBP 19.48,new,in stock,785810890378,LS654987232,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch007,Soflens Daily Disposable 90,Soflens Daily Disposable 90,https://lenssaver.co.uk/soflens-daily-disposable-90.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-daily-disposable-90_56.jpg,GBP 25.75,new,in stock,785810728923,LS654987233,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch008,Soflens Daily Disposable 90 - 90 Lenses,"The Comfort Moist technology used in manufacture means these lenses are less likely to become dry throughout the day. This creates a comfortable wearing experience. The aspherical shape of these lenses minimizes blurring and distortion, giving you high definition vision.",https://lenssaver.co.uk/soflens-daily-disposable-90-90-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-daily-disposable-90_1.jpg,GBP 25.75,new,in stock,785810728923,LS654987234,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch009,Soflens Daily Disposable Toric Astigmatism,Soflens Daily Disposable Toric contact lenses are designed to correct vision for wearers with astigmatism. The unique High Definition optics ensures increased quality of vision. ComfortMoist technology makes for a thinner lens compared to similar soft lenses. The lens contains a wetting agent which reduces dryness and increases comfort.,https://lenssaver.co.uk/soflens-daily-disposable-toric-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-daily-disposable-toric-contact-lenses.jpg,GBP 18,new,in stock,785810740956,LS654987235,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch010,Soflens Multi Focal,Soflens Multi Focal contact lenses are designed to offer clear vision for wearers suffering from presbyopia.,https://lenssaver.co.uk/soflens-multifocal-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-multi-focal-3-pack_1.jpg,GBP 22,new,in stock,785807045750,LS654987236,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch011,Soflens Toric,"SofLens Toric lenses, produced by the renowned Bausch and Lomb, are designed to help those with astigmatism manage their condition and prevent it from affecting how they enjoy life.",https://lenssaver.co.uk/soflens-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-toric-6-pack_1.jpg,GBP 14.4,new,in stock,785810829507,LS654987237,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch012,Biotrue ONEday - 90 Lenses,"Biotrue contact lenses by Bausch & Lomb are designed to provide long-lasting comfort and clear, crisp vision.",https://lenssaver.co.uk/biotrue-oneday-90.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biotrue-oneday-90-pack.jpg,GBP 42,new,in stock,785810068524,LS654987238,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch013,Biotrue Oneday 30,"Made with innovative technology, Biotrue ONEday lenses are designed to imitate the surface of your eyes. This provides a natural and comfortable wearing experience.",https://lenssaver.co.uk/biotrue-oneday-30.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biotrue-one-day-for--presbyopia_1.jpg,GBP 14.5,new,in stock,785810067930,LS654987239,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch014,Biotrue ONEday for Presbyopia,"Even after 16 hours of wear, Biotrue ONEday for Presbyopia contact lenses retain a high level of moisture and keep their shape, providing you with superb levels of comfort.",https://lenssaver.co.uk/bausch-lomb-biotrue-oneday-for-presbyopia-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biotrue-one-day-for--presbyopia.jpg,GBP 21.75,new,in stock,785810075317,LS654987240,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch015,Purevision 2 HD 6 Pack - 6 Lenses,"Unlike other hydrogel lenses, Purevision 2 HD lenses allow three times more oxygen to the eyes for optimum comfort and healthy wear.",https://lenssaver.co.uk/purevision-2-hd-6-pack-6-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/f/i/final.jpg,GBP 22.5,new,in stock,785811038342,LS654987241,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch016,Purevision 2 HD for Astigmatism - 6 Lenses,"Purevision 2 HD for Astigmatism is designed to provide clear, high-definition vision to wearers that suffer from astigmatism. The unique Auto Align Design keeps the lens stable on the eye, reducing blurriness in vision and discomfort. The Enhanced Aspheric Optical design reduces halos and glares; providing clear, crisp vision. The thin lens, combining with a handling tint mean these lenses are easy to insert.",https://lenssaver.co.uk/purevision-for-astigmatism-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/u/purevision-2-hd-for-astigmatism-6-pack.jpg,GBP 47.7,new,in stock,785811103156,LS654987242,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch017,Purevision 2 HD For Presbyopia - 6 Lenses,"Purevision 2 HD contact lenses are monthly lenses that offer increased comfort and quality of vision. The HD Optics design helps to reduce glare and halos; ensuring clear, crisp vision. ComfortMoist technology makes for a thinner lens, working with the high oxygen transmission to provide premium levels of comfort.",https://lenssaver.co.uk/purevision-2-hd-for-presbyopia-6-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/u/purevision-2-hd-for--presbyopia-6-pack.jpg,GBP 38.96,new,in stock,785811314828,LS654987243,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch018,Purevision2 Presbyopia 3 Pack Monthly Lenses,"Purevision 2 HD for Presbyopia contact lenses provide clear, high definition vision at all distances for wearers suffering from presbyopia.",https://lenssaver.co.uk/bausch-lomb-purevision-presbyopia-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/u/purevision-2-hd-for--presbyopia-3-pack_1.jpg,GBP 19.48,new,in stock,5050474101036,LS654987244,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch019,Soflens 59,"Soflens 59 lenses are great if you have to keep your eyes open for an extended period, such as working at a computer. They are made with a high water content, keeping your eyes hydrated for longer.",https://lenssaver.co.uk/soflens-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-59-contact-lenses.jpg,GBP 11.9,new,in stock,785810829507,LS654987245,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch020,Soflens Daily Disposable 30,"Soflens Daily Disposable contact lenses are one of the most popular lenses by Bausch & Lomb, offering high levels of comfort and convenience.",https://lenssaver.co.uk/bausch-and-lomb-soflens-daily-disposable-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/softlenses-30lenses-pack.png,GBP 8.75,new,in stock,785810728923,LS654987246,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
bausch021,Soflens Natural Colors,"Soflens Natural Colors offer you a great way to create an exciting new look for any occasion. Suitable for all eye colors, these lenses allow you to dramatically change your eye color while keeping a natural appearance.",https://lenssaver.co.uk/soflens-natural-colors.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/s/o/soflens-natural-colors-contact-lenses.jpg,GBP 14.5,new,in stock,785810400249,LS654987247,Bausch,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue001,1 Day Acuvue Define – Natural Shimmer,"1 Day ACUVUE Define lenses are designed to subtly enhance the natural appearance of your eyes without completely changing your eye colour. Natural Shimmer lenses add highlight to increase the depth of medium eye colours. Lighter eyes are given a bold, striking look while darker eyes are given a more subtle contrast.",https://lenssaver.co.uk/1-day-acuvue-define-natural-shimmer.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-define-natural-shimmer.jpg,GBP 19.5,new,in stock,889296507116,LS654987248,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue002,1 Day Acuvue Define – Natural Sparkle,"1 Day ACUVUE Define contact lenses are designed to work in harmony with your own eye colour, adding a natural-looking sparkle and shine to your eyes. Designed specifically for lighter eyes, these lenses brighten and highlight your natural colour. For darker eyes, Define Sparkle gives soft highlights for a more subtle brightening effect.",https://lenssaver.co.uk/acuvue-define-natural-sparkel-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-define-natural-sparkle-30.jpg,GBP 19.5,new,in stock,733905126093,LS654987249,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue003,1 Day Acuvue Moist For Astigmatism,1 Day ACUVUE MOIST for Astigmatism,https://lenssaver.co.uk/1-day-acuvue-moist-for-astigmatism.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-moist-astigmatism-30-pack.jpg,GBP 17.25,new,in stock,733905240003,LS654987250,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue004,1 Day Acuvue Moist Multifocal,"1 DAY ACUVUE MOIST MULTIFOCAL contact lenses bring you optimum comfort and ease-of-use for Presbyopic eyes. A unique back-curve design allows the lenses to stay precisely central on the surface of your eye. This keeps the contacts where they need to be, ensuring sharp, accurate vision.",https://lenssaver.co.uk/acuvue-1-day-acuvue-moist-multifocal-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-moist-multifocal-30-pack.jpg,GBP 23,new,in stock,733905978746,LS654987251,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue005,1 Day Acuvue Moist 90 pack - Lenses,"1-DAY ACUVUE® MOIST features our exclusive LACREON® Technology, which provides exceptional comfort for your patients from morning to night. It permanently embeds a moisture-rich wetting agent so patients experience exceptional comfort that won’t blink away.",https://lenssaver.co.uk/1-day-acuvue-moist90-90-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-moist-90.jpg,GBP 36,new,in stock,733905615023,LS654987252,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue006,1 Day Acuvue Trueye,"1 Day ACUVUE TruEye by Johnson & Johnson are innovative lenses, designed to provide you with long-lasting comfort and clear vision throughout the day. These contact lenses are made from silicone hydrogel, a material which allows almost 100% of available oxygen to pass through to your eyes",https://lenssaver.co.uk/acuvue-true-eye-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-trueye-30-pack.jpg,GBP 16.35,new,in stock,733905922800,LS654987253,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue007,1 Day Acuvue Trueye  90 pack Lenses,1 Day ACUVUE TrueEye contact lenses are designed to provide long-lasting comfort and high levels of UV protection.,https://lenssaver.co.uk/1-day-acuvue-trueye-90-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-trueye90.jpg,GBP 49,new,in stock,733905922800,LS654987254,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue008,Acuvue Oasys,"ACUVUE OASYS with HYDRACLEAR Plus contact lenses are ideal for all lifestyles, as you can wear them for 24 hours a day, up to 6 nights in a row.",https://lenssaver.co.uk/acuvue-oasys-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-oasys-contact-lenses_1.jpg,GBP 13.30,new,in stock,733905651717,LS654987255,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue009,Acuvue Oasys For Presbyopia,ACUVUE OASYS for Presbyopia lenses use innovative technology to provide optimum comfort and balanced vision at varied distances.,https://lenssaver.co.uk/acuvue-oasys-for-presbyopia-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-oasys-for-presbyopia-30_1.jpg,GBP 30.25,new,in stock,733905798092,LS654987256,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue010,Acuvue Oasys With Hydraluxe 30 Pack,New ACUVUE OASYS Brand Contact Lenses 1-Day with HydraLuxea Technology has a tear-infused design with an enhanced network of tear-like molecules that integrates with your patients own tear film each day to help reduce symptoms of tired eyes and dryness.,https://lenssaver.co.uk/acuvue-oasys-1-day-30.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-oasys-1-day-30-contact-lenses.jpg,GBP 19.35,new,in stock,733905248627,LS654987257,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue011,Acuvue Vita 6 Lenses With Hydramax Technology,Acuvue Vita 6 Lenses With HydraMax Technology,https://lenssaver.co.uk/acuvue-vita-6-lenses-with-hydramax-technology.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-vita-six-lenses-with-hydramax-technology.jpg,GBP 26.5,new,in stock,311917119205,LS654987258,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue012,1 Day ACUVUE MOIST 30,"1-DAY ACUVUE MOIST features our exclusive LACREON® Technology, which provides exceptional comfort for your patients from morning to night. ",https://lenssaver.co.uk/acuvue-moist-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/1/-/1-day-acuvue-moist-30-lenses-pack.png,GBP 12.25,new,in stock,733905576355,LS654987283,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue013,ACUVUE 2,"ACUVUE® 2 is lens known for its comfort and crisp vision correction. With INFINITY EDGE Design, Acuvue 2 contact lenses are best-selling hydrogel lens since their release in 1999. Acuvue 2  Lenses are very easy to insert and remove, and they help make your vision clear and crisp",https://lenssaver.co.uk/acuvue-2.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-2-contact-lenses.jpg,GBP 12.50,new,in stock,733905651717,LS654987284,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue014,ACUVUE OASYS for Astigmatism 6pack,"Perfect for busy lifestyles. Wear your lenses overnight, for up to six nights.",https://lenssaver.co.uk/acuvue-oasys-for-astigmatism-6pack.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-oasys-for-astigmatism_1_1_1.jpg,GBP 22.50,new,in stock,733905240003,LS654987285,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue015,Acuvue Oasys hydraluxe 1-DAY 90 pack,New ACUVUE OASYS?HydraLuxe Technology has a tear-infused design with an enhanced network of tear-like molecules that integrates with your patients own tear film each day to help reduce symptoms of tired eyes and dryness.,https://lenssaver.co.uk/acuvue-oasys-hydraluxe-1-day-90-pack.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/c/acuvue-oasys-1-day-hydraluxe-90-pack.jpg,GBP 57.50,new,in stock,733905096587,LS654987286,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue016,Acuvue Advance,"Acuvue Advance features the benefits of wearing a two-week lens, plus the exceptional long-lasting comfort of our exclusive HYDRACLEAR® Technology. They also contain the highest class of UV-blocking available in a contact lens.",https://lenssaver.co.uk/acuvue-advance.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/d/advance.jpg,GBP 12.50,new,in stock,733905614217,LS654987290,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
acuvue017,Acuvue Vita 3 Lenses With Hydramax Technology,"Acuvue Vita are monthly, spherical lenses manufactured by Johnson and Johnson that promise long-lasting comfort thanks to their advanced technologyAre you feeling discomfort after few weeks of wearing your monthly lenses, Try  ACUVUE VITA with new Hydramax technology",https://lenssaver.co.uk/acuvue-vita-3-lenses-with-hydramax-technology.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/v/i/vita-3.jpg,GBP 14.40,new,in stock,733905992681,LS654987295,Acuvue,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision001,Avaira,Avaira contact lenses are monthly silicon hydrogel contact lenses that benefit from Cooper Vision’s Aquaform technology.,https://lenssaver.co.uk/avaira.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/v/avaira-contact-lenses.jpg,GBP 11.5,new,in stock,824442888824,LS654987259,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision002,Avaira Toric,Avaira Toric contact lenses are designed to correct astigmatism while providing long lasting comfort.,https://lenssaver.co.uk/avaira-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/v/avaira-toric.jpg,GBP 15.5,new,in stock,885409451970,LS654987260,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision003,Avaira vitality,"New Avaira Vitality™ contact lenses offer excellent performance and a healthier lens-wearing experience with enhanced UV protection. Made using silicone hydrogel material technologies that let your eyes breathe, Avaira Vitality™ contacts allow for longer wear times so you can enjoy continuous superior comfort throughout your day.",https://lenssaver.co.uk/avaira-vitality-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/a/v/avaira-vitality-contact-lenses.jpg,GBP 11.5,new,in stock,889608132098,LS654987261,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision004,Biofinity Multifocal,Biofinity Multifocal contact lenses are ideal for wearers who have difficulty focusing on nearby objects due to aging.,https://lenssaver.co.uk/coopervision-biofinity-multifocal-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biofinity-multifocal-contact-lenses.jpg,GBP 28.98,new,in stock,707482320670,LS654987262,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
